qid,sid,stitle
NC_004567.2:976346-977233,NC_008531.1,"NC_008531.1 Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293, complete genome"
NC_004567.2:976346-977233,NZ_CP009531.1,"NZ_CP009531.1 Lactobacillus sp. wkB8, complete genome"
NC_004567.2:976346-977233,NZ_CP029544.1,"NZ_CP029544.1 Lactobacillus helsingborgensis strain ESL0183 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP029477.1,"NZ_CP029477.1 Lactobacillus kullabergensis strain ESL0186 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP012009.1,"NZ_CP012009.1 Leuconostoc mesenteroides subsp. dextranicum strain DSM 20484, complete genome"
NC_004567.2:976346-977233,NZ_CP020731.1,"NZ_CP020731.1 Leuconostoc mesenteroides subsp. mesenteroides FM06, complete genome"
NC_004567.2:976346-977233,NC_017467.1,"NC_017467.1 Lactobacillus helveticus H10, complete genome"
NC_004567.2:976346-977233,NC_018528.1,"NC_018528.1 Lactobacillus helveticus R0052, complete genome"
NC_004567.2:976346-977233,NZ_CP012890.1,"NZ_CP012890.1 Lactobacillus gallinarum strain HFD4, complete genome"
NC_004567.2:976346-977233,NZ_CP012381.1,"NZ_CP012381.1 Lactobacillus helveticus strain CAUH18, complete genome"
NC_004567.2:976346-977233,NZ_CP017982.1,"NZ_CP017982.1 Lactobacillus helveticus strain LH99 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015444.1,"NZ_CP015444.1 Lactobacillus helveticus strain FAM8627 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP011386.1,"NZ_CP011386.1 Lactobacillus helveticus strain MB2-1, complete genome"
NC_004567.2:976346-977233,NZ_CP009907.1,"NZ_CP009907.1 Lactobacillus helveticus strain KLDS1.8701, complete genome"
NC_004567.2:976346-977233,NZ_CP002427.1,"NZ_CP002427.1 Lactobacillus helveticus H9, complete genome"
NC_004567.2:976346-977233,NC_021744.1,"NC_021744.1 Lactobacillus helveticus CNRZ32, complete genome"
NC_004567.2:976346-977233,NZ_CP015498.1,"NZ_CP015498.1 Lactobacillus helveticus strain FAM22155 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP015496.1,"NZ_CP015496.1 Lactobacillus helveticus strain FAM8105 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP020029.1,"NZ_CP020029.1 Lactobacillus helveticus strain D75, complete genome"
NC_004567.2:976346-977233,NZ_CP016827.1,"NZ_CP016827.1 Lactobacillus helveticus strain D76, complete genome"
NC_004567.2:976346-977233,NC_010080.1,"NC_010080.1 Lactobacillus helveticus DPC 4571, complete genome"
NC_004567.2:976346-977233,NC_010471.1,"NC_010471.1 Leuconostoc citreum KM20, complete genome"
NC_004567.2:976346-977233,NZ_CP016598.1,"NZ_CP016598.1 Leuconostoc lactis strain WiKim40 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP016329.1,"NZ_CP016329.1 Leuconostoc garlicum strain KFRI01, complete genome"
NC_004567.2:976346-977233,NC_015734.1,"NC_015734.1 Leuconostoc sp. C2, complete genome"
NC_004567.2:976346-977233,NC_014136.1,"NC_014136.1 Leuconostoc kimchii IMSNU 11154, complete genome"
NC_004567.2:976346-977233,NC_018673.1,"NC_018673.1 Leuconostoc carnosum JB16, complete genome"
NC_004567.2:976346-977233,NZ_CP011013.1,"NZ_CP011013.1 Lactobacillus mucosae LM1, complete genome"
NC_004567.2:976346-977233,NC_014319.1,"NC_014319.1 Leuconostoc gasicomitatum LMG 18811 complete genome, type strain LMG 18811T"
NC_004567.2:976346-977233,NZ_LN890331.1,"NZ_LN890331.1 Leuconostoc gelidum subsp. gasicomitatum KG16-1 genome assembly Leuconostoc gelidum subsp. gasicomitatum KG16-1, chromosome : I"
NC_004567.2:976346-977233,NC_018631.1,"NC_018631.1 Leuconostoc gelidum JB7, complete genome"
NC_004567.2:976346-977233,NZ_CP011536.1,"NZ_CP011536.1 Lactobacillus fermentum 3872, complete genome"
NC_004567.2:976346-977233,NZ_CP021104.1,"NZ_CP021104.1 Lactobacillus fermentum strain FTDC 8312 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP019030.1,"NZ_CP019030.1 Lactobacillus fermentum strain SNUV175 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_LT906621.1,"NZ_LT906621.1 Lactobacillus fermentum strain IMDO 130101 genome assembly, chromosome: I"
NC_004567.2:976346-977233,NC_021235.1,"NC_021235.1 Lactobacillus fermentum F-6, complete genome"
NC_004567.2:976346-977233,NZ_CP031195.1,"NZ_CP031195.1 Lactobacillus fermentum strain LDTM 7301 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP021964.1,"NZ_CP021964.1 Lactobacillus fermentum strain CBA7106 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_AP017973.1,"NZ_AP017973.1 Lactobacillus fermentum DNA, complete genome, strain: MTCC 25067"
NC_004567.2:976346-977233,NC_010610.1,"NC_010610.1 Lactobacillus fermentum IFO 3956 DNA, complete genome"
NC_004567.2:976346-977233,NZ_CP021790.1,"NZ_CP021790.1 Lactobacillus fermentum strain LAC FRN-92 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP017151.1,"NZ_CP017151.1 Lactobacillus fermentum strain NCC2970, complete genome"
NC_004567.2:976346-977233,NC_015697.1,"NC_015697.1 Lactobacillus reuteri SD2112, complete genome"
NC_004567.2:976346-977233,NC_010609.1,"NC_010609.1 Lactobacillus reuteri JCM 1112 DNA, complete genome"
NC_004567.2:976346-977233,NC_009513.1,"NC_009513.1 Lactobacillus reuteri DSM 20016, complete genome"
NC_004567.2:976346-977233,NZ_CP011024.1,"NZ_CP011024.1 Lactobacillus reuteri strain IRT, complete genome"
NC_004567.2:976346-977233,NZ_CP015408.2,"NZ_CP015408.2 Lactobacillus reuteri strain I49, complete genome"
NC_004567.2:976346-977233,NZ_CP014786.1,"NZ_CP014786.1 Lactobacillus reuteri strain ZLR003 chromosome, complete genome"
NC_004567.2:976346-977233,NC_021494.1,"NC_021494.1 Lactobacillus reuteri I5007, complete genome"
NC_004567.2:976346-977233,NZ_LN906634.1,"NZ_LN906634.1 Lactobacillus reuteri, complete genome, strain ATCC 53608"
NC_004567.2:976346-977233,NZ_CP029615.1,"NZ_CP029615.1 Lactobacillus reuteri strain SKKU-OGDONS-01 chromosome, complete genome"
NC_004567.2:976346-977233,NZ_CP029613.1,"NZ_CP029613.1 Lactobacillus reuteri strain Byun-re-01 chromosome, complete genome"
NC_004567.2:976346-977233,NC_021872.1,"NC_021872.1 Lactobacillus reuteri TD1, complete genome"
NC_004567.2:976346-977233,NC_017465.1,"NC_017465.1 Lactobacillus fermentum CECT 5716, complete genome"
